,carat,cut,color,clarity,depth,table,price,volume
19748,0.9,Very Good,D,SI1,61.1,63.0,4068,0.25641025641025644
19749,1.02,Ideal,I,SI2,61.8,57.0,4118,0.2905982905982906
19750,0.4,Good,G,VVS2,61.4,64.0,1050,0.11396011396011398
19751,0.31,Very Good,J,SI1,61.9,59.0,363,0.08831908831908833
19752,0.5,Good,F,VS1,61.5,61.0,1613,0.14245014245014245
19753,1.24,Premium,J,SI1,61.8,58.0,4687,0.3532763532763533
19754,1.2,Very Good,E,VS1,59.4,56.0,9904,0.3418803418803419
19755,1.65,Very Good,G,SI2,62.2,58.0,9791,0.4700854700854701
19756,1.2,Very Good,H,SI2,60.2,58.0,5408,0.3418803418803419
19757,1.23,Premium,F,VS2,61.2,58.0,9333,0.3504273504273505
19758,2.01,Ideal,J,SI2,62.9,54.0,12565,0.5726495726495726
19759,0.23,Very Good,F,VVS2,61.2,55.0,505,0.06552706552706554
19760,0.24,Very Good,D,VS1,61.1,60.0,367,0.06837606837606837
19761,0.83,Good,H,SI2,63.9,56.0,2337,0.2364672364672365
19762,0.71,Good,G,SI2,63.6,58.0,1816,0.2022792022792023
19763,0.31,Good,H,SI1,64.0,54.0,521,0.08831908831908833
19764,1.04,Ideal,D,SI1,61.7,57.0,5952,0.29629629629629634
19765,0.43,Good,G,SI2,58.8,61.0,661,0.1225071225071225
19766,0.71,Very Good,G,SI1,62.4,57.0,2206,0.2022792022792023
19767,1.52,Fair,H,SI2,65.0,57.0,7388,0.4330484330484331
19768,1.21,Very Good,J,VS1,59.3,57.0,5604,0.34472934472934474
19769,0.91,Good,E,SI2,63.1,61.0,3520,0.2592592592592593
19770,1.03,Premium,D,VS1,59.6,61.0,6974,0.2934472934472935
19771,2.16,Ideal,J,SI1,63.0,55.0,14691,0.6153846153846154
19772,0.3,Very Good,G,VS2,60.6,61.0,526,0.08547008547008547
19773,1.21,Premium,H,IF,62.2,58.0,8446,0.34472934472934474
19774,1.7,Very Good,J,SI1,59.1,61.0,7713,0.4843304843304844
19775,0.9,Good,F,SI1,62.6,58.0,4006,0.25641025641025644
19776,1.0,Premium,D,VS1,62.7,62.0,7812,0.2849002849002849
19777,0.51,Very Good,F,SI2,58.9,60.0,1090,0.1452991452991453
19778,1.5,Good,H,SI2,63.6,60.0,6770,0.4273504273504274
19779,0.4,Ideal,G,VS1,62.2,56.0,877,0.11396011396011398
19780,0.4,Premium,G,SI1,61.7,61.0,864,0.11396011396011398
19781,0.96,Fair,F,I1,62.9,66.0,1917,0.27350427350427353
19782,1.01,Premium,H,VS1,61.2,61.0,5294,0.28774928774928776
19783,0.41,Premium,F,VVS2,60.6,58.0,1115,0.1168091168091168
19784,0.71,Premium,F,VS2,62.4,59.0,2686,0.2022792022792023
19785,0.31,Ideal,D,SI2,62.3,56.0,462,0.08831908831908833
19786,0.34,Ideal,G,IF,61.6,54.0,974,0.09686609686609687
19787,1.34,Ideal,G,VS2,61.9,56.0,9233,0.3817663817663817
19788,0.52,Ideal,H,VVS1,61.0,56.0,1748,0.14814814814814814
19789,0.41,Ideal,F,VVS1,61.8,54.0,1213,0.1168091168091168
19790,1.02,Very Good,E,SI2,63.1,59.0,4404,0.2905982905982906
19791,1.52,Very Good,D,SI2,59.1,58.0,9781,0.4330484330484331
19792,0.5,Ideal,D,VS1,60.6,57.0,2454,0.14245014245014245
19793,0.51,Very Good,E,SI1,60.8,55.0,1318,0.1452991452991453
19794,0.25,Very Good,G,VS2,61.9,57.0,407,0.07122507122507123
19795,0.49,Premium,H,SI2,59.9,59.0,1011,0.1396011396011396
19796,0.4,Ideal,E,SI2,61.3,56.0,629,0.11396011396011398
19797,1.49,Very Good,H,VS2,62.7,60.0,9552,0.4245014245014245
19798,0.57,Ideal,E,VS2,62.1,55.0,1778,0.1623931623931624
19799,1.52,Good,H,SI1,63.6,57.0,10078,0.4330484330484331
19800,0.3,Ideal,G,VVS1,61.7,57.0,764,0.08547008547008547
19801,0.32,Ideal,I,VS2,61.3,56.0,576,0.09116809116809116
19802,0.77,Very Good,G,SI1,63.0,59.0,2670,0.21937321937321935
19803,0.91,Good,E,I1,57.7,63.0,2342,0.2592592592592593
19804,1.33,Ideal,J,SI1,62.5,56.0,5996,0.3789173789173789
19805,2.03,Ideal,I,SI1,62.9,57.0,15291,0.5783475783475783
19806,2.0,Very Good,J,SI2,62.6,57.0,12342,0.5698005698005698
19807,1.04,Very Good,D,SI2,58.2,59.0,4252,0.29629629629629634
19808,0.54,Premium,E,VS2,60.0,58.0,1709,0.15384615384615385
19809,0.71,Very Good,E,SI2,62.2,58.0,2423,0.2022792022792023
19810,0.34,Ideal,H,SI1,62.6,56.0,490,0.09686609686609687
19811,1.64,Very Good,H,SI2,60.7,59.0,9632,0.4672364672364672
19812,1.22,Ideal,I,SI1,60.2,58.0,5807,0.3475783475783476
19813,0.5,Very Good,F,IF,59.7,60.0,2219,0.14245014245014245
19814,1.0,Very Good,G,VS2,60.8,55.0,6296,0.2849002849002849
19815,0.58,Premium,E,SI1,62.7,58.0,1641,0.16524216524216526
19816,0.32,Premium,G,VS2,59.8,59.0,720,0.09116809116809116
19817,0.55,Ideal,H,VVS1,60.5,57.0,1741,0.1566951566951567
19818,1.2,Very Good,H,SI1,61.2,57.0,6019,0.3418803418803419
19819,0.33,Ideal,E,VS2,62.1,56.0,723,0.09401709401709404
19820,0.42,Premium,I,SI1,61.2,60.0,803,0.11965811965811965
19821,1.03,Ideal,G,VS2,61.8,56.0,6557,0.2934472934472935
19822,0.39,Ideal,J,VS2,61.4,57.0,581,0.11111111111111112
19823,0.53,Very Good,E,VS2,61.6,57.0,1721,0.15099715099715105
19824,1.13,Very Good,I,SI2,59.9,57.0,4195,0.32193732193732194
19825,0.7,Good,F,SI1,64.3,63.0,1955,0.19943019943019946
19826,1.21,Ideal,E,SI1,62.3,56.0,7088,0.34472934472934474
19827,0.9,Ideal,H,VS1,62.2,58.0,4428,0.25641025641025644
19828,1.91,Fair,H,SI2,64.6,56.0,6632,0.5441595441595442
19829,0.32,Premium,H,VS2,61.9,58.0,505,0.09116809116809116
19830,0.3,Very Good,E,VVS2,62.5,56.0,742,0.08547008547008547
19831,0.55,Ideal,G,VVS2,62.3,53.0,1799,0.1566951566951567
19832,1.06,Premium,G,VS1,62.0,58.0,7130,0.30199430199430205
19833,1.01,Premium,H,VS2,61.3,59.0,5166,0.28774928774928776
19834,0.74,Very Good,H,VS1,62.3,56.0,2956,0.21082621082621086
19835,1.71,Good,J,SI2,63.9,59.0,7508,0.4871794871794872
19836,1.05,Ideal,F,VVS2,61.9,57.0,8870,0.2991452991452992
19837,0.33,Good,I,VVS2,63.7,56.0,579,0.09401709401709404
19838,0.31,Ideal,H,VS2,61.4,56.0,646,0.08831908831908833
19839,1.2,Premium,J,SI1,60.7,60.0,4514,0.3418803418803419
19840,1.51,Very Good,G,SI1,61.5,54.0,10947,0.43019943019943024
19841,0.37,Ideal,E,VS2,62.3,56.0,811,0.10541310541310543
19842,1.02,Very Good,H,VS2,60.0,63.0,4604,0.2905982905982906
19843,2.17,Premium,H,SI1,62.3,58.0,13248,0.6182336182336182
19844,0.4,Premium,F,VVS2,60.8,59.0,1088,0.11396011396011398
19845,0.33,Very Good,G,VVS1,61.2,60.0,868,0.09401709401709404
19846,1.03,Ideal,I,SI1,62.2,58.0,4434,0.2934472934472935
19847,0.78,Very Good,E,VS1,60.0,56.0,3601,0.22222222222222224
19848,0.61,Ideal,D,SI2,59.9,57.0,1690,0.1737891737891738
19849,1.1,Very Good,G,VVS1,61.4,60.0,9257,0.3133903133903134
19850,1.22,Premium,I,SI1,62.2,57.0,5466,0.3475783475783476
19851,0.43,Ideal,F,VVS2,62.2,55.0,1169,0.1225071225071225
19852,0.7,Ideal,J,SI1,60.1,59.0,1949,0.19943019943019946
19853,1.24,Ideal,H,VS1,61.6,56.0,7743,0.3532763532763533
19854,1.52,Premium,H,SI1,61.2,58.0,8566,0.4330484330484331
19855,0.96,Fair,F,SI2,68.2,61.0,2867,0.27350427350427353
19856,1.0,Premium,G,SI2,59.1,59.0,3142,0.2849002849002849
19857,0.38,Ideal,E,VS1,62.1,57.0,1097,0.10826210826210828
19858,0.73,Ideal,E,VS2,61.7,57.0,3470,0.207977207977208
19859,2.01,Very Good,E,SI2,61.2,58.0,14813,0.5726495726495726
19860,0.55,Ideal,G,VS1,62.2,54.0,2132,0.1566951566951567
19861,1.73,Premium,F,SI2,63.0,60.0,8816,0.4928774928774929
19862,0.43,Ideal,G,SI1,62.6,56.0,789,0.1225071225071225
19863,1.01,Good,F,SI2,63.7,59.0,4242,0.28774928774928776
19864,0.41,Very Good,G,VS1,60.5,56.0,823,0.1168091168091168
19865,0.32,Ideal,H,VS1,62.7,56.0,524,0.09116809116809116
19866,1.5,Premium,H,SI1,62.7,58.0,9768,0.4273504273504274
19867,0.5,Premium,E,SI2,59.4,60.0,1181,0.14245014245014245
19868,0.51,Ideal,E,VS2,61.0,57.0,1662,0.1452991452991453
19869,0.5,Very Good,F,IF,61.4,60.0,2238,0.14245014245014245
19870,1.06,Very Good,E,SI1,61.4,58.0,5090,0.30199430199430205
19871,0.72,Ideal,D,VS2,61.8,57.0,3099,0.20512820512820512
19872,0.73,Ideal,G,VS1,61.7,55.0,2948,0.207977207977208
19873,0.3,Very Good,I,SI1,63.3,59.0,506,0.08547008547008547
19874,1.26,Ideal,E,VVS2,61.1,57.0,14300,0.35897435897435903
19875,0.4,Ideal,G,VVS1,61.7,55.0,1374,0.11396011396011398
19876,1.53,Premium,F,VS2,58.5,60.0,14483,0.435897435897436
19877,0.93,Very Good,D,SI2,62.6,57.0,4214,0.26495726495726496
19878,0.48,Ideal,H,VS2,62.2,54.0,1026,0.13675213675213674
19879,0.9,Very Good,H,VS2,63.0,61.0,3878,0.25641025641025644
19880,0.71,Very Good,G,VS2,60.9,56.0,2895,0.2022792022792023
19881,1.1,Very Good,F,VS2,62.8,56.0,7174,0.3133903133903134
19882,1.11,Ideal,G,VVS2,61.6,57.0,9507,0.3162393162393163
19883,0.51,Very Good,E,VS2,63.0,59.0,1590,0.1452991452991453
19884,0.78,Very Good,D,VS1,63.2,58.0,3800,0.22222222222222224
19885,0.31,Premium,F,VS2,61.6,58.0,625,0.08831908831908833
19886,0.55,Ideal,G,VVS1,61.2,56.0,2077,0.1566951566951567
19887,1.52,Ideal,G,VS1,61.1,56.0,14787,0.4330484330484331
19888,0.4,Ideal,J,VS2,62.2,54.0,599,0.11396011396011398
19889,0.9,Ideal,E,VS1,61.7,56.0,6230,0.25641025641025644
19890,0.55,Ideal,D,SI1,60.9,57.0,1840,0.1566951566951567
19891,1.56,Ideal,F,SI1,61.2,57.0,11148,0.4444444444444445
19892,1.22,Ideal,F,VS1,61.5,56.0,9581,0.3475783475783476
19893,0.38,Ideal,G,VVS2,60.0,56.0,879,0.10826210826210828
19894,0.59,Premium,H,VVS1,62.0,58.0,1883,0.16809116809116809
19895,0.7,Ideal,F,VVS1,62.4,55.0,3830,0.19943019943019946
19896,0.72,Ideal,E,VS2,60.6,57.0,3145,0.20512820512820512
19897,0.43,Fair,E,VS2,60.5,59.0,1107,0.1225071225071225
19898,0.47,Ideal,H,VS2,61.7,57.0,1136,0.1339031339031339
19899,2.07,Premium,I,VS2,61.2,58.0,18359,0.5897435897435898
19900,0.9,Good,J,VS2,63.9,58.0,3024,0.25641025641025644
19901,0.74,Very Good,G,SI1,62.2,59.0,2762,0.21082621082621086
19902,0.34,Ideal,G,IF,61.7,55.0,1014,0.09686609686609687
19903,1.55,Ideal,D,SI2,61.1,56.0,10275,0.4415954415954416
19904,0.9,Good,D,SI1,63.6,63.0,3755,0.25641025641025644
19905,1.01,Premium,G,SI1,59.8,58.0,4719,0.28774928774928776
19906,0.51,Good,E,SI1,57.4,62.0,1266,0.1452991452991453
19907,0.3,Premium,H,VVS2,62.4,58.0,776,0.08547008547008547
19908,1.7,Premium,I,VS2,61.3,59.0,9330,0.4843304843304844
19909,0.77,Very Good,I,SI2,60.8,56.0,2159,0.21937321937321935
19910,1.06,Premium,F,SI1,61.0,58.0,5236,0.30199430199430205
19911,1.25,Premium,J,VS1,62.2,58.0,5740,0.3561253561253562
19912,0.42,Premium,G,VS1,60.8,59.0,921,0.11965811965811965
19913,0.4,Very Good,D,SI1,61.4,56.0,772,0.11396011396011398
19914,1.01,Ideal,D,SI2,61.2,56.0,4753,0.28774928774928776
19915,1.22,Premium,G,I1,59.2,60.0,2699,0.3475783475783476
19916,1.02,Good,F,SI2,61.4,61.0,4368,0.2905982905982906
19917,0.41,Very Good,D,SI1,63.1,57.0,920,0.1168091168091168
19918,0.72,Ideal,H,VVS1,62.8,57.0,2907,0.20512820512820512
19919,0.31,Ideal,H,VVS1,61.9,55.0,687,0.08831908831908833
19920,0.77,Premium,D,VS1,59.4,59.0,4037,0.21937321937321935
19921,1.02,Ideal,G,VVS1,61.5,57.0,8168,0.2905982905982906
19922,0.32,Ideal,G,VVS1,62.4,56.0,1080,0.09116809116809116
19923,1.28,Good,J,SI1,63.4,59.0,4878,0.3646723646723647
19924,0.35,Ideal,G,VS1,61.1,56.0,923,0.09971509971509973
19925,0.5,Premium,E,VS2,59.3,62.0,1684,0.14245014245014245
19926,1.52,Very Good,D,SI2,58.6,59.0,9817,0.4330484330484331
19927,0.34,Ideal,D,SI1,62.7,56.0,803,0.09686609686609687
19928,1.08,Premium,F,SI2,62.3,58.0,4414,0.3076923076923077
19929,0.7,Ideal,G,VS1,62.2,55.0,2475,0.19943019943019946
19930,1.0,Ideal,I,SI1,59.8,57.0,4200,0.2849002849002849
19931,2.04,Premium,E,SI2,58.3,58.0,17379,0.5811965811965812
19932,2.05,Ideal,H,SI1,61.9,57.0,17006,0.5840455840455839
19933,1.63,Ideal,I,VVS2,62.3,54.7,12174,0.4643874643874644
19934,0.56,Ideal,D,VS1,61.7,56.0,1924,0.15954415954415954
19935,0.3,Ideal,E,VS2,62.4,57.0,844,0.08547008547008547
19936,0.9,Ideal,H,VS1,62.2,56.0,5222,0.25641025641025644
19937,0.9,Very Good,E,SI1,59.8,58.0,4165,0.25641025641025644
19938,1.0,Very Good,E,VS2,63.5,56.0,5633,0.2849002849002849
19939,0.32,Ideal,F,IF,60.9,57.0,943,0.09116809116809116
19940,0.72,Very Good,F,VS2,63.6,58.0,2787,0.20512820512820512
19941,0.57,Ideal,G,VS1,60.6,57.0,1815,0.1623931623931624
19942,0.52,Ideal,F,VVS1,61.3,55.0,2778,0.14814814814814814
19943,1.08,Ideal,G,VS1,62.4,55.0,7925,0.3076923076923077
19944,0.46,Ideal,G,IF,61.1,56.0,1987,0.13105413105413108
19945,1.3,Good,J,SI2,62.9,56.0,5124,0.3703703703703704
19946,1.62,Very Good,H,SI1,62.8,59.0,10521,0.4615384615384616
19947,0.71,Good,J,VS2,63.5,64.0,1644,0.2022792022792023
19948,1.25,Very Good,H,VS2,60.3,54.0,7414,0.3561253561253562
19949,0.4,Ideal,G,IF,61.8,55.0,1239,0.11396011396011398
19950,1.01,Good,I,VS2,63.9,59.0,4197,0.28774928774928776
19951,0.42,Ideal,H,IF,62.4,57.0,1201,0.11965811965811965
19952,0.31,Ideal,H,VS1,61.7,57.0,698,0.08831908831908833
19953,1.04,Premium,H,SI1,61.0,58.0,4999,0.29629629629629634
19954,1.0,Good,E,VS2,58.2,60.0,6958,0.2849002849002849
19955,1.55,Very Good,E,SI2,59.5,56.0,9557,0.4415954415954416
19956,0.5,Very Good,F,SI1,60.2,62.0,1213,0.14245014245014245
19957,0.31,Ideal,E,VS2,61.8,55.0,872,0.08831908831908833
19958,0.38,Very Good,I,VS2,62.4,56.0,549,0.10826210826210828
19959,0.32,Ideal,E,VS2,61.5,55.0,900,0.09116809116809116
19960,1.08,Premium,F,SI1,62.1,58.0,4864,0.3076923076923077
19961,0.5,Ideal,H,IF,61.1,58.0,1844,0.14245014245014245
19962,0.41,Premium,F,VS1,62.4,60.0,1007,0.1168091168091168
19963,1.21,Very Good,H,SI1,60.4,58.0,6892,0.34472934472934474
19964,0.3,Premium,I,VS1,61.6,61.0,567,0.08547008547008547
19965,0.4,Ideal,D,SI1,62.5,55.0,741,0.11396011396011398
19966,2.08,Premium,H,SI1,62.6,59.0,17778,0.5925925925925927
19967,1.13,Premium,H,SI1,62.6,60.0,4256,0.32193732193732194
19968,0.5,Ideal,D,SI1,62.1,57.0,1610,0.14245014245014245
19969,0.3,Good,G,VVS1,63.2,58.0,789,0.08547008547008547
19970,1.05,Ideal,H,SI2,61.2,57.0,4331,0.2991452991452992
19971,0.33,Ideal,D,VS2,62.3,57.0,1002,0.09401709401709404
19972,1.5,Ideal,I,SI1,62.1,55.0,8685,0.4273504273504274
19973,0.32,Ideal,H,VS2,62.5,55.0,648,0.09116809116809116
19974,0.54,Ideal,G,VS1,61.8,55.3,1804,0.15384615384615385
19975,1.01,Very Good,I,SI1,62.9,58.0,4166,0.28774928774928776
19976,0.9,Premium,I,VS2,58.7,60.0,2923,0.25641025641025644
19977,0.33,Premium,I,VVS1,61.9,60.0,608,0.09401709401709404
19978,0.31,Very Good,D,SI1,60.2,56.0,571,0.08831908831908833
19979,0.31,Ideal,D,SI1,61.4,55.0,732,0.08831908831908833
19980,1.5,Premium,I,SI1,61.2,61.0,8736,0.4273504273504274
19981,1.51,Ideal,G,VS1,61.1,57.0,14542,0.43019943019943024
19982,0.38,Ideal,E,VVS1,62.4,56.0,1267,0.10826210826210828
19983,1.0,Premium,H,VS2,61.9,61.0,4536,0.2849002849002849
19984,1.2,Good,I,SI2,64.1,57.0,4476,0.3418803418803419
19985,0.23,Very Good,D,VS1,61.5,58.0,611,0.06552706552706554
19986,0.41,Ideal,D,VS1,61.8,57.0,1230,0.1168091168091168
19987,1.01,Premium,D,VS2,62.2,61.0,7032,0.28774928774928776
19988,1.14,Ideal,G,VVS2,62.3,55.0,8743,0.3247863247863248
19989,0.71,Very Good,I,SI2,62.2,58.0,1902,0.2022792022792023
19990,0.54,Premium,G,SI1,59.0,60.0,1389,0.15384615384615385
19991,1.01,Ideal,E,VS2,59.3,57.0,7240,0.28774928774928776
19992,0.9,Fair,E,SI2,65.0,58.0,2930,0.25641025641025644
19993,0.78,Ideal,G,VS2,62.2,57.0,3171,0.22222222222222224
19994,0.57,Ideal,F,VS2,61.7,57.0,1754,0.1623931623931624
19995,0.7,Premium,F,VS2,59.4,61.0,2838,0.19943019943019946
19996,0.53,Ideal,E,VS2,62.7,54.0,1721,0.15099715099715105
19997,0.37,Ideal,G,VS2,60.8,57.0,833,0.10541310541310543
19998,0.27,Premium,E,VVS2,61.8,59.0,752,0.07692307692307693
19999,2.4,Premium,F,SI2,62.6,59.0,16797,0.6837606837606838
20000,1.0,Ideal,E,SI2,62.9,56.0,3450,0.2849002849002849
20001,1.68,Ideal,G,SI1,61.6,55.0,12075,0.4786324786324786
20002,0.79,Ideal,E,SI1,61.9,55.0,3256,0.2250712250712251
20003,0.36,Ideal,H,VS2,62.1,55.0,729,0.10256410256410256
20004,1.69,Very Good,E,VS2,62.7,58.0,17803,0.4814814814814815
20005,1.29,Ideal,H,SI1,61.6,57.0,6588,0.3675213675213676
20006,0.77,Very Good,D,SI1,58.6,59.0,3160,0.21937321937321935
20007,1.5,Premium,F,SI1,61.4,59.0,11588,0.4273504273504274
20008,0.9,Premium,I,VS1,61.2,61.0,3484,0.25641025641025644
20009,2.04,Ideal,J,SI1,62.6,55.0,12696,0.5811965811965812
20010,0.36,Ideal,F,SI1,59.7,57.0,644,0.10256410256410256
20011,1.41,Good,E,VVS2,59.9,61.0,14853,0.4017094017094017
20012,1.14,Very Good,I,VS2,62.5,59.0,4785,0.3247863247863248
20013,1.02,Very Good,H,SI1,62.8,58.0,4932,0.2905982905982906
20014,0.61,Very Good,E,SI1,60.1,59.0,1721,0.1737891737891738
20015,0.41,Good,G,VS1,63.3,62.0,847,0.1168091168091168
20016,0.3,Ideal,G,VS2,61.7,56.0,675,0.08547008547008547
20017,1.0,Very Good,G,VS2,62.8,57.0,5227,0.2849002849002849
20018,1.16,Premium,H,SI1,61.9,59.0,5091,0.3304843304843305
20019,0.37,Premium,G,VS1,59.2,61.0,957,0.10541310541310543
20020,0.95,Very Good,J,VS1,62.4,57.0,3365,0.2706552706552707
20021,1.72,Premium,G,VS2,61.1,58.0,15801,0.49002849002848997
20022,1.08,Very Good,F,SI2,63.4,55.0,3847,0.3076923076923077
20023,0.59,Premium,E,SI2,61.4,59.0,1229,0.16809116809116809
20024,0.39,Ideal,G,VVS2,62.2,54.0,952,0.11111111111111112
20025,0.31,Ideal,E,VS2,61.6,56.0,872,0.08831908831908833
20026,0.75,Premium,G,SI2,63.0,58.0,2250,0.2136752136752137
20027,1.2,Premium,F,VVS2,60.5,60.0,10064,0.3418803418803419
20028,0.41,Premium,E,SI1,60.4,58.0,930,0.1168091168091168
20029,1.21,Very Good,H,SI1,63.5,58.0,4944,0.34472934472934474
20030,1.03,Premium,G,VS1,62.2,59.0,6749,0.2934472934472935
20031,0.9,Premium,G,SI1,60.6,62.0,2830,0.25641025641025644
20032,0.71,Ideal,E,SI1,61.3,55.0,2792,0.2022792022792023
20033,0.7,Ideal,E,SI1,62.5,57.0,2757,0.19943019943019946
20034,0.36,Premium,E,VS2,62.3,58.0,1013,0.10256410256410256
20035,0.51,Premium,G,VS2,62.4,58.0,1546,0.1452991452991453
20036,0.45,Fair,F,VS1,66.9,54.0,945,0.12820512820512822
20037,0.3,Very Good,H,VVS1,63.0,58.0,684,0.08547008547008547
20038,0.51,Premium,D,VS1,60.0,58.0,2203,0.1452991452991453
20039,1.07,Ideal,I,VS1,62.0,57.0,5207,0.30484330484330485
20040,1.58,Premium,I,VS1,61.1,59.0,10428,0.4501424501424502
20041,0.24,Premium,D,VVS1,61.5,60.0,710,0.06837606837606837
20042,0.41,Ideal,G,VS2,59.8,57.0,827,0.1168091168091168
20043,1.07,Premium,D,VS2,60.9,59.0,7954,0.30484330484330485
20044,0.56,Premium,D,SI1,60.8,60.0,1814,0.15954415954415954
20045,1.04,Very Good,D,SI1,63.4,55.0,5557,0.29629629629629634
20046,0.48,Ideal,G,IF,61.6,54.0,1859,0.13675213675213674
20047,0.31,Very Good,E,VVS1,59.9,62.0,763,0.08831908831908833
20048,0.7,Very Good,E,SI2,61.8,60.0,2224,0.19943019943019946
20049,0.3,Ideal,D,VS2,61.3,57.0,710,0.08547008547008547
20050,1.7,Ideal,G,VS1,62.5,57.0,13398,0.4843304843304844
20051,1.14,Ideal,H,VS2,62.6,56.0,6095,0.3247863247863248
20052,0.3,Premium,E,VS1,61.8,58.0,911,0.08547008547008547
20053,1.06,Very Good,E,SI2,61.7,62.0,4570,0.30199430199430205
20054,0.32,Very Good,G,VS1,62.9,57.0,645,0.09116809116809116
20055,1.03,Premium,F,VS2,62.0,58.0,6484,0.2934472934472935
20056,0.31,Premium,I,VVS1,62.2,60.0,732,0.08831908831908833
20057,0.33,Ideal,F,VVS1,61.9,55.0,1021,0.09401709401709404
20058,2.0,Fair,G,SI2,66.5,56.0,14208,0.5698005698005698
20059,1.05,Premium,H,VS2,61.1,58.0,5323,0.2991452991452992
20060,0.7,Premium,G,VS2,62.1,60.0,2314,0.19943019943019946
20061,0.44,Good,E,SI2,63.2,59.0,684,0.12535612535612534
20062,0.54,Good,E,SI1,59.9,63.0,1601,0.15384615384615385
20063,0.36,Ideal,E,VS2,61.2,56.0,1013,0.10256410256410256
20064,0.41,Premium,E,VS1,59.9,58.0,1153,0.1168091168091168
20065,0.31,Premium,F,VS2,62.3,60.0,802,0.08831908831908833
20066,1.03,Ideal,F,SI2,61.6,55.0,4683,0.2934472934472935
20067,0.32,Ideal,D,VS2,62.7,54.0,972,0.09116809116809116
20068,0.7,Good,D,SI2,63.3,56.0,2264,0.19943019943019946
20069,1.24,Ideal,F,SI2,61.7,57.0,5889,0.3532763532763533
20070,0.73,Very Good,G,SI2,62.2,58.0,2057,0.207977207977208
20071,0.5,Fair,E,SI2,68.6,56.0,871,0.14245014245014245
20072,1.11,Premium,H,VS1,62.3,57.0,4687,0.3162393162393163
20073,1.09,Ideal,G,VS2,62.4,55.0,7081,0.31054131054131057
20074,1.0,Very Good,G,IF,62.2,61.0,7682,0.2849002849002849
20075,0.4,Very Good,D,VS1,60.8,59.0,954,0.11396011396011398
20076,0.3,Very Good,G,VVS1,63.2,55.0,710,0.08547008547008547
20077,0.8,Ideal,G,SI1,62.5,57.0,2870,0.22792022792022795
20078,0.59,Very Good,E,VS2,60.6,60.0,2094,0.16809116809116809
20079,0.75,Very Good,E,SI1,62.3,58.0,2923,0.2136752136752137
20080,0.73,Ideal,G,VS2,60.9,57.0,3307,0.207977207977208
20081,0.51,Premium,I,VVS2,59.4,60.0,1211,0.1452991452991453
20082,0.25,Ideal,H,IF,61.4,57.0,525,0.07122507122507123
20083,0.7,Very Good,F,SI1,60.3,59.0,2312,0.19943019943019946
20084,0.24,Very Good,E,VVS2,58.5,59.0,552,0.06837606837606837
20085,1.03,Ideal,F,VVS1,61.3,54.0,9881,0.2934472934472935
20086,0.4,Ideal,H,SI1,62.6,52.0,705,0.11396011396011398
20087,0.64,Premium,D,SI2,62.8,54.0,1751,0.18233618233618235
20088,1.2,Very Good,G,SI2,62.9,54.0,5321,0.3418803418803419
20089,1.04,Good,J,SI2,64.2,59.0,3425,0.29629629629629634
20090,0.78,Very Good,F,SI2,61.5,59.0,2307,0.22222222222222224
20091,0.51,Ideal,G,VVS2,61.2,55.0,1974,0.1452991452991453
20092,0.32,Ideal,E,VS2,61.3,57.0,900,0.09116809116809116
20093,0.9,Premium,G,VS2,61.8,60.0,4386,0.25641025641025644
20094,0.33,Ideal,F,VVS1,61.4,55.0,893,0.09401709401709404
20095,1.32,Premium,J,SI2,61.2,59.0,4160,0.3760683760683761
20096,0.4,Very Good,F,VS1,63.1,59.0,938,0.11396011396011398
20097,0.38,Ideal,F,SI2,62.0,55.0,568,0.10826210826210828
20098,2.35,Premium,H,SI2,62.3,58.0,16340,0.6695156695156695
20099,0.32,Ideal,E,VVS2,60.8,57.0,1080,0.09116809116809116
20100,0.34,Premium,F,VS1,60.4,58.0,745,0.09686609686609687
20101,0.78,Ideal,H,SI2,61.9,54.0,2012,0.22222222222222224
20102,0.42,Premium,F,VVS2,61.7,59.0,1142,0.11965811965811965
20103,0.79,Premium,G,SI1,61.7,60.0,2389,0.2250712250712251
20104,0.32,Very Good,H,VVS1,62.7,57.0,730,0.09116809116809116
20105,1.21,Ideal,G,VS1,62.0,55.0,9287,0.34472934472934474
20106,2.01,Fair,H,SI2,61.2,66.0,13587,0.5726495726495726
20107,1.54,Premium,I,SI2,60.1,61.0,7727,0.4387464387464388
20108,0.91,Ideal,I,VS2,61.9,56.0,4199,0.2592592592592593
20109,1.35,Ideal,J,SI1,62.3,57.0,6396,0.38461538461538464
20110,0.56,Very Good,G,SI1,61.1,56.0,1408,0.15954415954415954
20111,0.4,Very Good,H,VVS1,62.3,55.0,1139,0.11396011396011398
20112,0.56,Ideal,D,SI1,62.5,56.0,1814,0.15954415954415954
20113,0.3,Ideal,G,VVS2,62.2,57.0,655,0.08547008547008547
20114,0.4,Ideal,F,SI1,62.9,57.0,945,0.11396011396011398
20115,0.71,Ideal,E,VS2,59.5,57.0,3035,0.2022792022792023
20116,0.71,Very Good,E,VS2,60.7,60.0,2921,0.2022792022792023
20117,0.3,Good,I,VS1,63.7,58.0,608,0.08547008547008547
20118,0.31,Ideal,E,VS2,60.5,56.0,872,0.08831908831908833
20119,0.73,Ideal,F,VS1,61.2,56.0,2835,0.207977207977208
20120,0.51,Premium,D,VS2,62.0,60.0,1716,0.1452991452991453
